program_name,url,overview,tuition,duration,location,deadline,admission_requirements,apply,curriculum,careers,contact,Col13,Col14
"Professional Accountancy, Master of (Flexible)",https://graduate.gsu.edu/program/flexible-master-professional-accountancy/,"Robinson’s Master of Professional Accountancy will prepare you to become a CPA, whether or not you possess accounting experience. The flexible program is designed for students with an undergraduate accounting degree (or equivalent), allowing them to complete courses at their own pace.~","Tuition Per Credit Hour: <br><br>
Georgia residents: $499 <br>
Non-Georgia residents: $1,308 <br>
Nonrefundable seat deposit: $250 <br><br>

Estimated total tuition and fees: <br><br>
Georgia residents: $18,444-$20,072 <br>
Non-Georgia residents: $42,214-$45,794~","Students with an accounting background have flexible options. They can complete the program in as little as 12 months, but also may take up to five years. Classes are available Monday-Thursday at 4:30 and 7:15 p.m.~","Atlanta Campus, Buckhead Center (200 Tower Place)","Fall <br><br>
- Round 1: October 23
- Round 2*: January 9
- Round 3**: March 13
- Round 4: May 1 <br><br>
Spring <br><br>
- Round 1***: October 3 <br><br>
Summer <br><br>
- Round 1***: March 13~",https://graduate.gsu.edu/program/flexible-master-professional-accountancy/#admissions-requirements,https://robinson.gsu.edu/masters-programs/mpa-application-process/,https://graduate.gsu.edu/program/flexible-master-professional-accountancy/,"Program graduates work for a variety of companies including BDO USA, Bennett Thrasher, EY, Georgia Power Company, Georgia-Pacific, KPMG, PwC, Turner Broadcasting System, and WestRock Company. <br><br>
Our 2020 graduates reported a 26.3% average salary increase, enabling them to pay back their investment in graduate school within 2.3 years.~","Graduate Admissions <br>
rcbgradadmissions@gsu.edu~",,"Professional Accountancy, Master of (Flexible)"
Professional Certificate In Geographic Information Systems,https://graduate.gsu.edu/program/professional-certificate-in-geographic-information-systems,"Geographic Information Systems (GIS) technology is used every day, most often for mapping points of reference and data related to points on the Earth’s surface. GIS jobs are plentiful and growth in the industry is expected to continue in the coming years.<br><br>
With the Georgia State GIS graduate certificate, you will be able to start or advance your career in:

- Urban and regional planning
- Environmental resource management
- Surveying, cartography and mapping
- Geospatial data analytics",Check out our [cost calculator](https://graduate.gsu.edu/funding-and-costs/#gradcostcalculator) or visit [student financial services](https://sfs.gsu.edu/guided-path-new-students-graduate-degree/?utm_source=program-list&utm_campaign=cost) for information on estimated costs.,2 semesters (Fall and Spring or Spring and Fall),"Atlanta Campus, Online<br><br>

All required coursework to earn the certificate can be completed online. Course are taught asynchronously. There may be opportunities for workshops or tutorial session on campus.","- Fall: March 1 (Late deadline - June 1)
- Spring: October 1
- Summer: March 1
Early applications are encouraged.",https://graduate.gsu.edu/program/professional-certificate-in-geographic-information-systems,https://graduate.gsu.edu/program/professional-certificate-in-geographic-information-systems,https://graduate.gsu.edu/program/professional-certificate-in-geographic-information-systems,"Geographic Information Science is a rapidly growing discipline, with applications in many fields. There is a strong demand for proficient users of geospatial technology.","Online Programs<br><br>

LaToya and Moisés<br>
Enrollment Coaches<br>
404-413-4393<br>
online@gsu.edu<br><br>
Admissions and Curriculum Inquiries<br><br>
Department Offices<br><br>
Email: geosciences@gsu.edu<br>
Phone: 404-413-5750<br>
Fax: 404-413-5768<br><br>
GIS Certificate Program Coordinator<br><br>
Dr. Caroline McClure<br>
cmcclure5@gsu.edu",,Professional Certificate In Geographic Information Systems
"Program Evaluation, Post Masters Certificate",https://graduate.gsu.edu/program/gcert-program-evaluation/,Our Program Evaluation post master’s certificate can provide you with the credentials you need to do consulting work or program evaluation.,Check out our [cost calculator](https://graduate.gsu.edu/funding-and-costs/#gradcostcalculator) or visit [student financial services](https://sfs.gsu.edu/guided-path-new-students-graduate-degree/?utm_source=program-list&utm_campaign=cost) for information on estimated costs.~,Minimum of 15 semester hours,Atlanta Campus,"- Fall: June 15
- Spring: October 15
- Summer: April 15",https://graduate.gsu.edu/program/gcert-program-evaluation/#admissions-requirements,,https://graduate.gsu.edu/program/gcert-program-evaluation/,Our graduates have found work a program evaluation specialists and as researchers in state and federal offices.,"Program Coordinator <br><br>
Kevin Fortner <br>
cfortner2@gsu.edu <br>
404-413-8275~",,"Program Evaluation, Post Masters Certificate"
"Psychology Ph.D., Developmental Psychology",https://graduate.gsu.edu/program/phd-developmental-psychology/,The doctoral program in Developmental Psychology trains scholars in the methods and the science of normative as well as atypical paths of development from toddlers through adults. The program offers personalized training through a curriculum that is designed individually by the student in conjunction with faculty advisers.~,"Check out our [cost calculator](https://graduate.gsu.edu/funding-and-costs/#gradcostcalculator) or visit [student financial services](https://sfs.gsu.edu/guided-path-new-students-graduate-degree/?utm_source=program-list&utm_campaign=cost) for information on estimated costs. <br><br>

Typically, graduate students receive stipends (≈$20,000/year) and tuition waivers.~","Typically, students complete the Ph.D. in 6-7 years.",,"- Fall: December 1
- Spring: Does not admit
- Summer: Does not admit",https://graduate.gsu.edu/program/phd-developmental-psychology/#admissions-requirements,,https://graduate.gsu.edu/program/phd-developmental-psychology/,Graduates of this program have taken positions in private and public research and policy institutes as well as faculty positions at a range of universities.~,"**General Inquiries** <br>
psychology@gsu.edu <br><br>

**Psychology Graduate Program** <br>
psygrad@gsu.edu~",,"Psychology Ph.D., Developmental Psychology"
"Psychology, Ph.D., Clinical Neuropsychology",https://graduate.gsu.edu/program/phd-clinical-neuropsychology/,"Clinical neuropsychology is a scientific discipline that involves expert understanding and application of the science of brain-behavior relationships. Clinical neuropsychologists advance and use evidence-based assessment and intervention to evaluate and improve functioning in healthy individuals, as well as those who have difficulties due to central nervous system disease or disruption.~","Check out our [cost calculator](https://graduate.gsu.edu/funding-and-costs/#gradcostcalculator) or visit [student financial services](https://sfs.gsu.edu/guided-path-new-students-graduate-degree/?utm_source=program-list&utm_campaign=cost) for information on estimated costs. <br><br>

Typically, graduate students receive stipends (≈$20,000/year) and tuition waivers.~","Typically, students complete the Ph.D. in 6-7 years.",,"- Fall: December 1
- Spring: Does not admit
- Summer: Does not admit",https://graduate.gsu.edu/program/phd-clinical-neuropsychology/#admissions-requirements,,https://graduate.gsu.edu/program/phd-clinical-neuropsychology/,"Graduates typically secure postdoctoral fellowships and subsequent career placements in teaching hospitals, medical schools, academic research settings, Veterans Administration medical centers and university counseling centers.~","**General Inquiries** <br>
psychology@gsu.edu <br><br>

**Psychology Graduate Program** <br>
psygrad@gsu.edu~",,"Psychology, Ph.D., Clinical Neuropsychology"
"Psychology, Ph.D., Clinical Psychology",https://graduate.gsu.edu/program/phd-clinical-psychology/,The General Clinical Psychology concentration trains psychologists committed and equipped to improve the human condition and alleviate suffering through transdisciplinary scientific inquiry and advanced psychological assessment and intervention. The program meets American Psychological Association (APA) requirements for doctoral training in clinical psychology.~,"Check out our [cost calculator](https://graduate.gsu.edu/funding-and-costs/#gradcostcalculator) or visit [student financial services](https://sfs.gsu.edu/guided-path-new-students-graduate-degree/?utm_source=program-list&utm_campaign=cost) for information on estimated costs. <br><br>

Typically, graduate students receive stipends (≈$20,000/year) and tuition waivers.~","Typically, students complete the Ph.D. in 6-7 years.",,"- Fall: December 1
- Spring: Does not admit
- Summer: Does not admit",https://graduate.gsu.edu/program/phd-clinical-psychology/#admissions-requirements,,https://graduate.gsu.edu/program/phd-clinical-psychology/,"Graduates typically secure postdoctoral fellowships and subsequent career placements in teaching hospitals, medical schools, academic research settings, Veterans Administration medical centers and university counseling centers.~","**General Inquiries** <br>
psychology@gsu.edu <br><br>

**Psychology Graduate Program** <br>
psygrad@gsu.edu~",,"Psychology, Ph.D., Clinical Psychology"
"Psychology, Ph.D., Clinical/Community Psychology",https://graduate.gsu.edu/program/phd-clinical-community-psychology/,"Training in the joint Clinical/Community Psychology concentration is informed by the traditions of prevention and social justice in community psychology and by the focus on assessment and individualized mental health interventions in clinical psychology. This dual-enrollment program provides a strengths-based, culturally competent approach to mental health and healthy development that emphasizes theory, research and practice at multiple levels of analysis – psychological, sociopolitical and ecological.~","Check out our [cost calculator](https://graduate.gsu.edu/funding-and-costs/#gradcostcalculator) or visit [student financial services](https://sfs.gsu.edu/guided-path-new-students-graduate-degree/?utm_source=program-list&utm_campaign=cost) for information on estimated costs. <br><br>

Typically, graduate students receive stipends (≈$20,000/year) and tuition waivers.~","Typically, students complete the Ph.D. in 6-7 years.",,"- Fall: December 1
- Spring: Does not admit
- Summer: Does not admit",https://graduate.gsu.edu/program/phd-clinical-community-psychology/#admissions-requirements,,https://graduate.gsu.edu/program/phd-clinical-community-psychology/,"Graduates typically secure postdoctoral fellowships and subsequent career placements in teaching hospitals, medical schools, academic research settings, Veterans Administration medical centers and university counseling centers.~","**General Inquiries** <br>
psychology@gsu.edu <br><br>

**Psychology Graduate Program** <br>
psygrad@gsu.edu~",,"Psychology, Ph.D., Clinical/Community Psychology"
"Psychology, Ph.D., Cognitive & Affective Neuroscience",https://graduate.gsu.edu/program/phd-cognitive-affective-neuroscience/,"The Cognitive and Affective Neuroscience (CAN) concentration focuses on the neural bases for cognitive and affective processes in humans, and typically uses a combination of psychological experimental methods and non-invasive imaging techniques in healthy populations.~","Check out our [cost calculator](https://graduate.gsu.edu/funding-and-costs/#gradcostcalculator) or visit [student financial services](https://sfs.gsu.edu/guided-path-new-students-graduate-degree/?utm_source=program-list&utm_campaign=cost) for information on estimated costs. <br><br>

Typically, graduate students receive stipends (≈$20,000/year) and tuition waivers.~","Typically, students complete the Ph.D. in 6-7 years.",,"- Fall: December 1
- Spring: Does not admit
- Summer: Does not admit",https://graduate.gsu.edu/program/phd-cognitive-affective-neuroscience/#admissions-requirements,,https://graduate.gsu.edu/program/phd-cognitive-affective-neuroscience/,"Cognitive neuroscientists work in research in government, medicine, business and academia.","**General Inquiries** <br>
psychology@gsu.edu <br><br>

**Psychology Graduate Program** <br>
psygrad@gsu.edu~",,"Psychology, Ph.D., Cognitive & Affective Neuroscience"
"Psychology, Ph.D., Cognitive Sciences",https://graduate.gsu.edu/program/phd-cognitive-sciences/,"The Cognitive Sciences concentration encompasses interdisciplinary interests in experimental psychology, neuroscience, philosophy, computer science and translational science. With cognition as its unifying thread, the program provides opportunities to specialize in research and training in basic or applied cognitive psychology, cognitive neuroscience, social cognition, language and cognitive development, psycholinguistics and comparative cognition.","Check out our [cost calculator](https://graduate.gsu.edu/funding-and-costs/#gradcostcalculator) or visit [student financial services](https://sfs.gsu.edu/guided-path-new-students-graduate-degree/?utm_source=program-list&utm_campaign=cost) for information on estimated costs. <br><br>

Typically, graduate students receive stipends (≈$20,000/year) and tuition waivers.~","Typically, students complete the Ph.D. in 6-7 years.",,"- Fall: December 1
- Spring: Does not admit
- Summer: Does not admit",https://graduate.gsu.edu/program/phd-cognitive-sciences/#admissions-requirements,,https://graduate.gsu.edu/program/phd-cognitive-sciences/,"Graduates of the cognitive sciences area pursue careers in academia and industry. Our alumni hold academic positions that focus on research and/or teaching and work in government agencies or in industry or corporate settings, including positions focused on research in marketing, sales and product development.~","**General Inquiries** <br>
psychology@gsu.edu <br><br>

**Psychology Graduate Program** <br>
psygrad@gsu.edu~",,"Psychology, Ph.D., Cognitive Sciences"
"Psychology, Ph.D., Community Psychology",https://graduate.gsu.edu/program/phd-community-psychology/,Ph.D. students in the Community Psychology concentration receive training that will enable them to conduct research and collaborate with communities to improve the well-being of individuals and social settings.,"Check out our [cost calculator](https://graduate.gsu.edu/funding-and-costs/#gradcostcalculator) or visit [student financial services](https://sfs.gsu.edu/guided-path-new-students-graduate-degree/?utm_source=program-list&utm_campaign=cost) for information on estimated costs. <br><br>

Typically, graduate students receive stipends (≈$20,000/year) and tuition waivers.~","Typically, students complete the Ph.D. in 6-7 years.",,"Admission for fall semester only. <br><br>

Application Deadline: December 1",https://graduate.gsu.edu/program/phd-community-psychology/#admissions-requirements,,https://graduate.gsu.edu/program/phd-community-psychology/,"Community psychologists may work as educators, professors, program directors, consultants, policy developers, evaluators and researchers in community organizations, universities or government agencies to promote mental health and community well-being.~","**General Inquiries** <br>
psychology@gsu.edu <br><br>

**Psychology Graduate Program** <br>
psygrad@gsu.edu~",,"Psychology, Ph.D., Community Psychology"
Public Administration Mpa,https://graduate.gsu.edu/program/public-administration-mpa,"The Master of Public Administration (MPA) is the degree of choice for individuals with an interest in public affairs and professional management in the public and nonprofit sectors. Whether you’re seeking a first job in government or with a nonprofit organization, or are interested in advancing in an existing career, Georgia State's MPA program provides the skills and knowledge government and nonprofit agencies seek. Join us as we explore new ideas and perspectives on public and nonprofit administration, policy and governance in the 21st century.",Check out our [cost calculator](https://graduate.gsu.edu/funding-and-costs/#gradcostcalculator) or visit [student financial services](https://sfs.gsu.edu/guided-path-new-students-graduate-degree/?utm_source=program-list&utm_campaign=cost) for information on estimated costs.,"The M.P.A. degree requires 39 hours of graduate coursework, which can be completed in two years, full-time.",Atlanta Campus,"Fall:

- Early deadline: February 15
- Regular deadline: April 1
- Late deadline: June 1
Spring:

- Early deadline: October 1
- Late deadline: November 1
Summer: Does not admit",https://graduate.gsu.edu/program/public-administration-mpa,https://graduate.gsu.edu/program/public-administration-mpa,https://graduate.gsu.edu/program/public-administration-mpa,"Out of a recent class of 85 graduates, 25 of our alumni work for nonprofit organizations and 22 work for governments (five each for local and state governments, nine for the federal government and three for other countries). In addition, 19 alumni work for the private sector and one serves in the United States military.","Public Management and Policy<br><br>
Phone: 404-413-0107<br>
Fax: 404-413-0104<br><br>
Director of Master’s Programs<br><br>
Dr. John C. Thomas<br>
Email: jcthomas@gsu.edu<br>
Phone: 404-413-0113<br><br>
Academic Assistance<br><br>
Email: AYSEnroll@gsu.edu<br>
Phone: 404-413-0021",,Public Administration Mpa
Public Health Graduate Certificate,https://graduate.gsu.edu/program/public-health-graduate-certificate,The Graduate Certificate in Public Health is a 16-credit hour program of study. The content is nearly the same as the core courses taught in the Master of Public Health degree program.,Check out our [cost calculator](https://graduate.gsu.edu/funding-and-costs/#gradcostcalculator) or visit [student financial services](https://sfs.gsu.edu/guided-path-new-students-graduate-degree/?utm_source=program-list&utm_campaign=cost) for information on estimated costs.,16 semester hours,"Atlanta Campus, Online<br><br>

This hybrid program comprises online and on-campus work. At least 50% of the coursework will be completed online.","- Fall: March 15
- Spring: October 1",https://graduate.gsu.edu/program/public-health-graduate-certificate,https://graduate.gsu.edu/program/public-health-graduate-certificate,https://graduate.gsu.edu/program/public-health-graduate-certificate,"As an enhancement to your previous education and current career, completing Georgia State University’s Certificate in Public Health program will prepare you for possible careers or advancement in the public health industry, in roles such as:
- Clinical Research Professional
- Community Wellness Administrator
- Environmental Scientist or Specialist
- Government Employee
- Health Educator or Community Health Worker
- Health Specialist
- Medical and Health Services Manager
- Physician
- Public Health Nurse
- Public Health Social Worker
- Research Associate
- Urban Planner","Online Programs<br><br>

LaToya and Moisés<br>
Enrollment Coaches<br>
404-413-4393<br>
online@gsu.edu<br><br>
Admissions and Curriculum Inquiries<br><br>

publichealthadvising@gsu.edu<br>
404-413-1452",,Public Health Graduate Certificate
Public Health Ms Community Psychology Phd,https://graduate.gsu.edu/program/public-health-ms-community-psychology-phd,The dual MPH-Ph.D. program in Public Health and Community Psychology provides professional and graduate students with a solid and well-rounded background across both disciplines. Successful candidates will earn a master of public health degree (MPH) upon completion of the graduate health behavior & promotion concentration or the epidemiology concentration offered by the School of Public Health and a doctor of philosophy degree (Ph.D.) upon completion of the community psychology concentration. The program enables students to complete both degrees in less time than pursuing them separately.~,"Check out our [cost calculator](https://graduate.gsu.edu/funding-and-costs/#gradcostcalculator) or visit [student financial services](https://sfs.gsu.edu/guided-path-new-students-graduate-degree/?utm_source=program-list&utm_campaign=cost) for information on estimated costs.<br><br>
Typically, graduate students receive stipends (≈$20,000/year) and tuition waivers.","Typically, students complete the Ph.D. in 6-7 years.",Atlanta Campus,"- Fall: December 1
- Spring: Does not admit
- Summer: Does not admit",https://graduate.gsu.edu/program/public-health-ms-community-psychology-phd,https://graduate.gsu.edu/program/public-health-ms-community-psychology-phd,https://graduate.gsu.edu/program/public-health-ms-community-psychology-phd,"Career paths for graduates of this program include:

- Tenure-track or university-based research faculty positions
- Behavioral scientists at local or state health departments
- Positions at federal agencies such as the Centers for Disease Control and Prevention
- Roles in private research/evaluation organizations
- Careers in private consulting","General Inquiries<br><br>
psychology@gsu.edu<br><br>
Psychology Graduate Program<br><br>
psygrad@gsu.edu",,Public Health Ms Community Psychology Phd
"Public Health, DrPH",https://publichealth.gsu.edu/academics-student-life/degrees-programs/drph/,"The Doctor of Public Health (DrPH) program at Georgia State University’s School of Public Health is designed to provide the knowledge, skills, and experiences to prepare the next generation of public health leaders and chief health strategists to advance public health and health equity.~","For more information about graduate [tuition and fees, click here](https://sfs.gsu.edu/resources/tuition/).~","The program is designed to allow students who work full time while studying to earn their DrPH in three years, with a maximum of nine years allowed for completion.","Currently, most courses are face-to-face, with a small number of courses delivered in hybrid (online and in-person) formats;  most core classes are held in the evening.~","The admissions cycle for Fall 2023 will be open from August 22 to December 1, 2022.~",https://publichealth.gsu.edu/academics-student-life/degrees-programs/drph-apply/,https://publichealth.gsu.edu/academics-student-life/degrees-programs/drph-apply/,https://publichealth.gsu.edu/academics-student-life/degrees-programs/drph-curriculum/,,"Contact our Doctor of Public Health program, by submitting this [contact form](https://publichealth.gsu.edu/academics-student-life/degrees-programs/drph-curriculum/). Once the form is submitted we will reach out to you.~",,"Public Health, DrPH"
"Public Health, Ph.D.",http://publichealth.gsu.edu/academic/degrees/doctor-of-philosophy-in-public-health/,"A Ph.D. in public health prepares students with specific interests for a career in research or academia. Depending on the interest area, graduates of the Ph.D. program often teach in universities, lead research laboratories, or direct research projects at the federal, state, or local level. The Ph.D. program requires a substantial time commitment and a significant interest in advancing one’s skills as a researcher in a particular field.~","For more information about graduate [tuition and fees, click here](https://sfs.gsu.edu/resources/tuition/).~","The amount of time required to complete the Ph.D. program will largely depend upon the number of courses a student is able to take each semester and the amount of time he/she needs to complete and defend a dissertation. On average, however, a full-time student who enters the program with all the necessary prerequisite courses can complete the required coursework in 2 years and complete and defend a dissertation in an additional 12-18 months. It is reasonable to expect to take 3-5 years to complete the Ph.D. program. The Institute requires that students complete all degree requirements within 9 years of the student’s semester of matriculation.~",,"Applications for the Fall 2023 Ph.D. program are now open
The deadline to apply is December 1, 2022.~",https://publichealth.gsu.edu/academics-student-life/degrees-programs/doctor-of-philosophy/,https://publichealth.gsu.edu/academics-student-life/degrees-programs/doctor-of-philosophy/,https://publichealth.gsu.edu/academics-student-life/degrees-programs/doctor-of-philosophy/,,,,"Public Health, Ph.D."
Public Policy M P P,https://graduate.gsu.edu/program/public-policy-m-p-p,"The Master of Public Policy (M.P.P.) is an interdisciplinary degree program that prepares students for work in the analysis, development and evaluation of public policies.",Check out our [cost calculator](https://graduate.gsu.edu/funding-and-costs/#gradcostcalculator) or visit [student financial services](https://sfs.gsu.edu/guided-path-new-students-graduate-degree/?utm_source=program-list&utm_campaign=cost) for information on estimated costs.,"The curriculum is a two-year course of study of 39 hours of graduate coursework, composed of 21 credit hours of required core courses, 3-6 credit hours of coursework in analytical and financial methods and 12-15 credit hours in a defined or individualized concentration that must be approved by the program director.",Atlanta Campus,"Fall:

- Early deadline: February 15
- Regular deadline: April 1
- Late deadline: June 1
Spring:

- Early deadline: October 1
- Late deadline: November 1
Summer: Does not admit",https://graduate.gsu.edu/program/public-policy-m-p-p,https://graduate.gsu.edu/program/public-policy-m-p-p,https://graduate.gsu.edu/program/public-policy-m-p-p,"Graduates of the M.P.P. program typically work in analytical and leadership positions in a wide array of governmental, public service, private sector, consulting and nonprofit organizations. Metropolitan Atlanta serves as a laboratory for students, who are encouraged to undertake field instruction and research with local public, private and nonprofit agencies. Opportunities are also available through the various research centers and community outreach efforts of the Andrew Young School. These opportunities enhance the education students receive and often open doors to attractive jobs.","Public Management and Policy<br><br>
Phone: 404-413-0107<br>
Fax: 404-413-0104<br><br>
Director of Master’s Programs<br><br>
Dr. John C. Thomas<br>
Email: jcthomas@gsu.edu<br>
Phone: 404-413-0113<br><br>
Academic Assistance<br><br>
Email: AYSEnroll@gsu.edu<br>
Phone: 404-413-0021",,Public Policy M P P
Public Policy Phd,https://graduate.gsu.edu/program/public-policy-phd,"Societal needs—for economic growth, better health care, environmental protection, etc.—and resource limitations challenge policymakers to make difficult public policy choices. The doctoral program in public policy prepares its graduates to conduct original research to help scholars and policymakers understand the trade-offs involved in such choices across a broad range of critical issues. ",Check out our [cost calculator](https://graduate.gsu.edu/funding-and-costs/#gradcostcalculator) or visit [student financial services](https://sfs.gsu.edu/guided-path-new-students-graduate-degree/?utm_source=program-list&utm_campaign=cost) for information on estimated costs.,Students complete 45 credit hours at the doctoral level in addition to 27 prerequisite master-level courses. The program is designed for completion in about 4-5 years.,Atlanta Campus,"- Fall: January 15
- Spring: Does not admit
- Summer: Does not admit",https://graduate.gsu.edu/program/public-policy-phd,https://graduate.gsu.edu/program/public-policy-phd,https://graduate.gsu.edu/program/public-policy-phd,"The public policy doctoral program prepares its graduates to take positions as college professors or as research-oriented policy analysts in research centers, nonprofit organizations and government agencies. The program assumes that new students have a master’s degree in public policy, public administration, health policy or a related field, but students may also fulfill master’s prerequisite courses after entering the program. The core courses in the doctoral program build on those master’s prerequisites, providing a strong foundation in policy analysis, program evaluation, microeconomics, quantitative methods, and research design and implementation. Students choose two fields of specialization in which to focus their coursework and research.","Public Management and Policy<br><br>
Phone: 404-413-0107<br>
Fax: 404-413-0104<br><br>
Program Director<br><br>
Christine Roch<br>
Email: croch@gsu.edu<br><br>
Academic Assistance<br><br>
Email: AYSEnroll@gsu.edu<br>
Phone: 404-413-0021",,Public Policy Phd
Public Policy Phd Joint Georgia Tech,https://graduate.gsu.edu/program/public-policy-phd-joint-georgia-tech,The joint doctoral program in public policy combines the strengths of Georgia State's Andrew Young School of Policy Studies and the Georgia Institute of Technology’s School of Public Policy.,Check out our [cost calculator](https://graduate.gsu.edu/funding-and-costs/#gradcostcalculator) or visit [student financial services](https://sfs.gsu.edu/guided-path-new-students-graduate-degree/?utm_source=program-list&utm_campaign=cost) for information on estimated costs.,"45 hours of coursework, followed by a dissertation.",Atlanta Campus,"- Fall: January 15
- Spring: Does not admit
- Summer: Does not admit",https://graduate.gsu.edu/program/public-policy-phd-joint-georgia-tech,https://graduate.gsu.edu/program/public-policy-phd-joint-georgia-tech,https://graduate.gsu.edu/program/public-policy-phd-joint-georgia-tech,"The Georgia State/Georgia Tech program prepares experts in policy analysis, design, evaluation and implementation. The need for such expertise is growing rapidly. At all levels of government, public needs and limited resources require policy choices that are economically efficient, socially and technically effective, and politically responsive. Policymakers confront critical issues on social welfare, education, the environment, science and technology, economic development and public finance. Universities increasingly provide technical assistance and applied research for public, nonprofit and private organizations.","Public Management and Policy<br><br>
Phone: 404-413-0107<br>
Fax: 404-413-0104<br><br>
Program Director<br><br>
Christine Roch<br>
Email: croch@gsu.edu<br><br>
Academic Assistance<br><br>
Email: AYSEnroll@gsu.edu<br>
Phone: 404-413-0021",,Public Policy Phd Joint Georgia Tech
"Qualitative Research in Education, Graduate Certificate",https://graduate.gsu.edu/program/gcert-qualitative-research-education/,"If you’re enrolled in a doctoral program at Georgia State, you’re eligible to study for a graduate certificate in Qualitative Research in Education. The program is for those interested in conducting research or gaining expertise in qualitative research.",Check out our [cost calculator](https://graduate.gsu.edu/funding-and-costs/#gradcostcalculator) or visit [student financial services](https://sfs.gsu.edu/guided-path-new-students-graduate-degree/?utm_source=program-list&utm_campaign=cost) for information on estimated costs.,"To earn the certificate, you must complete a minimum of eight 3-credit-hour doctoral-level qualitative research methods courses with a collective GPA of 3.5 or higher in those courses, with no grade lower than a B in any course to be counted toward the certificate.",Atlanta Campus,Applications are accepted on an ongoing basis.,https://graduate.gsu.edu/program/gcert-qualitative-research-education/#admissions-requirements,,https://graduate.gsu.edu/program/gcert-qualitative-research-education/,"The Qualitative Research in Education Certificate aids in the preparation of students to be employed as: <br><br>

- ethnology professors
- ethnologists
- historians","Program Contact <br>
Kevin Fortner <br>
cfortner2@gsu.edu <br>
404-413-8275~",,"Qualitative Research in Education, Graduate Certificate"
"Quantitative Research in Education, Graduate Certificate",https://graduate.gsu.edu/program/gcert-quantitative-research-education/,"If you're enrolled in a doctoral program at Georgia State, you're eligible to study for a graduate certificate in Quantitative Research in Education. The program is for those interested in conducting research or gaining expertise in quantitative research.",Check out our [cost calculator](https://graduate.gsu.edu/funding-and-costs/#gradcostcalculator) or visit [student financial services](https://sfs.gsu.edu/guided-path-new-students-graduate-degree/?utm_source=program-list&utm_campaign=cost) for information on estimated costs.,"To earn the certificate, you must complete a minimum of eight 3-credit-hour doctoral-level quantitative research methods courses with a collective GPA of 3.5 or higher in those courses, with no grade lower than a B in any course to be counted toward the certificate.",Atlanta Campus,Applications are accepted on an ongoing basis.,https://graduate.gsu.edu/program/gcert-quantitative-research-education/#admissions-requirements,,https://graduate.gsu.edu/program/gcert-quantitative-research-education/,"The Quantitative Research in Education Certificate aids in the preparation of students to be employed as: <br><br>

- statistics professors
- survey research professors
- survey researchers or survey methodologists
- program analysts
- quantitative research methodologists
- research directors~","Program Contact <br>
Kevin Fortner <br>
cfortner2@gsu.edu <br>
404-413-8275~",,"Quantitative Research in Education, Graduate Certificate"
"Quantitative Risk Analysis & Management, M.S.",https://graduate.gsu.edu/program/qram-ms/,"Robinson’s M.S. in Quantitative Risk Analysis & Management is the only program in the nation that combines cutting-edge financial modeling with an actuarial curriculum. For 2022, TFE Times ranks us 5th in the nation among public financial engineering programs and 14th overall.~","Georgia Residents: $18,444-$20,072 <br/>
Non-Ga. residents: $42,214-$45,794 <br/><br/>

Range based on full-time and average part-time course load and fees. Tuition is subject to change.~","Full-time format: 16 months (3 semesters).<br/><br/>
Part-time format: up to 5 years.<br/><br/>
Classes: Monday-Thursday, after 4:00 p.m.
<br/><br/>
A dual degree in actuarial science or analytics requires just one additional semester.~","Atlanta Campus, Buckhead Center (200 Tower Place)","Fall:
- Early Priority Scholarship Deadline: October 1
- Priority Scholarship Deadline II: December 1
- Priority Scholarship Deadline III: February 1
- International Student Deadline: April 1
- Final Deadline: July 11<br/><br/>
Spring:
- Early Priority Scholarship Deadline: September 1
- Priority Scholarship Deadline II: October 1
- International Student Deadline: November 1
- Final Deadline: December 1<br/><br/>
Summer:
- Early Priority Scholarship Deadline: February 1
- International Student Deadline: February 1
- Final Deadline: April 1~",https://graduate.gsu.edu/program/qram-ms/#admissions-requirements,https://robinson.gsu.edu/masters-programs/qram-application-process/,https://graduate.gsu.edu/program/qram-ms/,"Program graduates work for a variety of well-respected companies including AIG, Amazon, Bank of America, Cigna, Cox, Deloitte, KPMG, LexisNexis, McKinsey & Company, PwC, SCOR Global Life Insurance, Starr Companies, Truist, and the U.S. Federal Reserve System. <br/><br/>
Our 2020 graduates reported a 144.4% average salary increase, enabling them to pay back their investment in graduate school within 0.4 years.~","Graduate Admissions <br/>
rcbgradadmissions@gsu.edu",,"Quantitative Risk Analysis & Management, M.S."
